app_id,pod,node,send_time,receive_time,duration_ms,latency_ms,overhead_ms,total_latency_ms,worker_latency_ms,network_send_ms,network_receive_ms,status,retries
7b2c43a2bc30-e3cdb48830f6,,,1788887702.8614001,1788887703.0928812,144.0,231.48191400105134,87.48191400105134,231.48191400105134,175.20666122436523,54.77643013000488,1.4979839324951172,200,0
f7bfe5bc8d2a-34f4775366e5,,,1788887702.8613918,1788887703.1692905,109.0,307.89956799708307,198.89956799708307,307.89956799708307,251.7831325531006,54.57448959350586,1.5411376953125,200,0
68d84244f6a3-ca8b2d1318a1,,,1788887702.861373,1788887703.1773877,78.0,316.0151019983459,238.01510199834593,316.0151019983459,261.2338066101074,53.89976501464844,0.881195068359375,200,0
7b2c43a2bc30-68bbfd828223,,,1788887702.861357,1788887703.2001085,138.0,338.75154599081725,200.75154599081725,338.75154599081725,284.53779220581055,53.25675010681152,0.9570121765136719,200,0
85479ef37b5d-49535532e285,,,1788887702.8614078,1788887703.2080908,125.0,346.6838989988901,221.68389899889007,346.6838989988901,289.7498607635498,55.23324012756348,1.6999244689941406,200,0
a594f92f8407-155e47f8e7f7,,,1788887703.2273054,1788887703.301302,1.0,73.99648999853525,72.99648999853525,73.99648999853525,55.88674545288086,17.05312728881836,1.056671142578125,200,0
a594f92f8407-155e47f8e7f7,,,1788887703.279941,1788887703.31558,1.0,35.63907400530297,34.63907400530297,35.63907400530297,32.46164321899414,2.023935317993164,1.1532306671142578,200,0
a594f92f8407-155e47f8e7f7,,,1788887703.3559499,1788887703.3862915,1.0,30.341564997797832,29.341564997797832,30.341564997797832,28.237581253051758,0.90789794921875,1.196146011352539,200,0
85479ef37b5d-514a9bcff07d,,,1788887702.8614664,1788887703.4721775,438.0,610.7119960070122,172.7119960070122,610.7119960070122,547.5704669952393,60.483694076538086,2.6569366455078125,200,0
18ed3ca44bd1-97d6075b5c2b,,,1788887703.501424,1788887703.6412735,19.0,139.84941800299566,120.84941800299566,139.84941800299566,94.14005279541016,44.52705383300781,1.1823177337646484,200,0
a594f92f8407-155e47f8e7f7,,,1788887703.6231332,1788887703.6559124,1.0,32.779325993033126,31.779325993033126,32.779325993033126,26.1690616607666,4.885196685791016,1.7249584197998047,200,0
85479ef37b5d-ebfe951bf36a,,,1788887702.8614225,1788887703.7279453,578.0,866.5234460058855,288.5234460058855,866.5234460058855,794.9435710906982,55.74297904968262,15.836238861083984,200,0
18ed3ca44bd1-04bf55f0a9d7,,,1788887702.893448,1788887703.7450922,684.0,851.6444239940029,167.64442399400286,851.6444239940029,817.8398609161377,32.703399658203125,1.100778579711914,200,0
85479ef37b5d-e02465de583b,,,1788887702.8614593,1788887703.7453666,674.0,883.907679002732,209.90767900273204,883.907679002732,823.4255313873291,59.64851379394531,0.8332729339599609,200,0
85479ef37b5d-e6df36937abc,,,1788887702.8614442,1788887703.8177412,765.0,956.2975029984955,191.29750299849547,956.2975029984955,896.9020843505859,58.428287506103516,0.9665489196777344,200,0
85479ef37b5d-4a4146ed669e,,,1788887702.8614523,1788887703.917231,890.0,1055.779144007829,165.77914400782902,1055.779144007829,996.1545467376709,58.71224403381348,0.9119510650634766,200,0
a594f92f8407-155e47f8e7f7,,,1788887703.9097526,1788887703.9342573,1.0,24.504318993422203,23.504318993422203,24.504318993422203,22.50528335571289,0.8513927459716797,1.1479854583740234,200,0
a594f92f8407-155e47f8e7f7,,,1788887704.1040044,1788887704.1561818,1.0,52.17784999695141,51.17784999695141,52.17784999695141,42.73557662963867,1.8696784973144531,7.572174072265625,200,0
17c37a0fdd5d-c9f8e30e36d1,,,1788887704.10395,1788887704.178372,18.0,74.42151400027797,56.421514000277966,74.42151400027797,43.288230895996094,30.02619743347168,1.1074542999267578,200,0
a594f92f8407-155e47f8e7f7,,,1788887704.459954,1788887704.5341122,8.0,74.15810698876157,66.15810698876157,74.15810698876157,71.99382781982422,0.9441375732421875,1.2202262878417969,200,0
a594f92f8407-155e47f8e7f7,,,1788887705.140008,1788887705.1656106,1.0,25.60264800558798,24.60264800558798,25.60264800558798,23.78368377685547,0.9350776672363281,0.8838176727294922,200,0
a594f92f8407-155e47f8e7f7,,,1788887705.3580027,1788887705.4041553,1.0,46.152498995070346,45.152498995070346,46.152498995070346,40.98081588745117,0.9615421295166016,4.210233688354492,200,0
a594f92f8407-155e47f8e7f7,,,1788887705.9439554,1788887705.989766,1.0,45.81019400211517,44.81019400211517,45.81019400211517,43.598175048828125,0.8714199066162109,1.3408660888671875,200,0
a594f92f8407-155e47f8e7f7,,,1788887706.1119628,1788887706.14643,1.0,34.46691499266308,33.46691499266308,34.46691499266308,32.41443634033203,0.9226799011230469,1.1301040649414062,200,0
a594f92f8407-155e47f8e7f7,,,1788887706.3359535,1788887706.373793,4.0,37.83923100854736,33.83923100854736,37.83923100854736,35.70389747619629,0.9305477142333984,1.2049674987792969,200,0
ca4fde7aa358-b7e7d0530112,,,1788887702.8933904,1788887707.2254245,4144.0,4332.033401005901,188.0334010059014,4332.033401005901,4302.109479904175,28.606414794921875,1.318216323852539,200,0
a594f92f8407-155e47f8e7f7,,,1788887708.8279562,1788887708.8456638,1.0,17.70762400701642,16.70762400701642,17.70762400701642,15.622854232788086,0.9307861328125,1.1539459228515625,200,0
85479ef37b5d-1f33077bb2db,,,1788887702.8614376,1788887708.9732208,5854.0,6111.78395600291,257.7839560029097,6111.78395600291,6053.157329559326,57.69705772399902,0.9288787841796875,200,0
a594f92f8407-155e47f8e7f7,,,1788887709.1906316,1788887709.2141778,1.0,23.54622900020331,22.54622900020331,23.54622900020331,20.615816116333008,0.8175373077392578,2.112865447998047,200,0
a594f92f8407-155e47f8e7f7,,,1788887709.2079334,1788887709.2410069,5.0,33.073187005356885,28.073187005356885,33.073187005356885,27.55284309387207,4.701375961303711,0.8192062377929688,200,0
a594f92f8407-155e47f8e7f7,,,1788887709.9919891,1788887710.0138018,1.0,21.81212999857962,20.81212999857962,21.81212999857962,19.7601318359375,0.9014606475830078,1.1510848999023438,200,0
a594f92f8407-155e47f8e7f7,,,1788887710.2252066,1788887710.237526,1.0,12.319264002144337,11.319264002144337,12.319264002144337,10.39886474609375,0.8840560913085938,1.0364055633544922,200,0
a594f92f8407-155e47f8e7f7,,,1788887710.2479577,1788887710.2735584,1.0,25.600633991416544,24.600633991416544,25.600633991416544,23.55027198791504,0.8721351623535156,1.1782646179199219,200,0
a594f92f8407-155e47f8e7f7,,,1788887711.515949,1788887711.5253613,1.0,9.412257000803947,8.412257000803947,9.412257000803947,7.689476013183594,0.9293556213378906,0.79345703125,200,0
a594f92f8407-155e47f8e7f7,,,1788887711.894492,1788887711.9297147,1.0,35.22277099546045,34.22277099546045,35.22277099546045,33.08844566345215,1.264810562133789,0.8695125579833984,200,0
5fb02cfeb979-8e5f533dbf10,,,1788887712.7347348,1788887712.925197,93.0,190.46194400289096,97.46194400289096,190.46194400289096,152.12345123291016,37.4302864074707,0.9083747863769531,200,0
a594f92f8407-155e47f8e7f7,,,1788887712.9273858,1788887712.977051,1.0,49.66561100445688,48.66561100445688,49.66561100445688,48.19297790527344,0.7452964782714844,0.7269382476806641,200,0
a594f92f8407-155e47f8e7f7,,,1788887712.9639814,1788887713.030029,1.0,66.04754099680576,65.04754099680576,66.04754099680576,20.860671997070312,44.063568115234375,1.1234283447265625,200,0
a594f92f8407-155e47f8e7f7,,,1788887713.575955,1788887713.5893326,1.0,13.377495008171536,12.377495008171536,13.377495008171536,11.446952819824219,0.8840560913085938,1.0466575622558594,200,0
8edcb2c86345-0eb88b877c65,,,1788887702.8613834,1788887713.6973171,10643.0,10835.934235001332,192.93423500133213,10835.934235001332,10780.641317367554,54.26907539367676,1.0232925415039062,200,0
