timestamp,elapsed_s,node,cpu_usage,cpu_cores,memory_usage,memory_bytes
1788899706.626826,0.0029315948486328125,node-0,538530022n,0.538530022,6627084Ki,6786134016.0
1788899706.626826,0.0029315948486328125,node-1,686087990n,0.6860879900000001,4694940Ki,4807618560.0
1788899706.626826,0.0029315948486328125,node-2,389963304n,0.389963304,4311864Ki,4415348736.0
1788899707.6282063,1.0043118000030518,node-0,538530022n,0.538530022,6627084Ki,6786134016.0
1788899707.6282063,1.0043118000030518,node-1,686087990n,0.6860879900000001,4694940Ki,4807618560.0
1788899707.6282063,1.0043118000030518,node-2,389963304n,0.389963304,4311864Ki,4415348736.0
1788899708.6321826,2.0082881450653076,node-0,538530022n,0.538530022,6627084Ki,6786134016.0
1788899708.6321826,2.0082881450653076,node-1,686087990n,0.6860879900000001,4694940Ki,4807618560.0
1788899708.6321826,2.0082881450653076,node-2,389963304n,0.389963304,4311864Ki,4415348736.0
1788899709.6334453,3.0095508098602295,node-0,538530022n,0.538530022,6627084Ki,6786134016.0
1788899709.6334453,3.0095508098602295,node-1,686087990n,0.6860879900000001,4694940Ki,4807618560.0
1788899709.6334453,3.0095508098602295,node-2,389963304n,0.389963304,4311864Ki,4415348736.0
1788899710.635849,4.0119545459747314,node-0,2205311137n,2.2053111370000003,6807752Ki,6971138048.0
1788899710.635849,4.0119545459747314,node-1,1137543510n,1.13754351,4793876Ki,4908929024.0
1788899710.635849,4.0119545459747314,node-2,387722772n,0.38772277200000005,4309764Ki,4413198336.0
1788899711.6377282,5.01383376121521,node-0,2205311137n,2.2053111370000003,6807752Ki,6971138048.0
1788899711.6377282,5.01383376121521,node-1,1137543510n,1.13754351,4793876Ki,4908929024.0
1788899711.6377282,5.01383376121521,node-2,387722772n,0.38772277200000005,4309764Ki,4413198336.0
1788899712.6401937,6.016299247741699,node-0,2205311137n,2.2053111370000003,6807752Ki,6971138048.0
1788899712.6401937,6.016299247741699,node-1,1137543510n,1.13754351,4793876Ki,4908929024.0
1788899712.6401937,6.016299247741699,node-2,387722772n,0.38772277200000005,4309764Ki,4413198336.0
