timestamp,node,cpu_pct,pods,
1780892120.3775954,node-2,1.2,"{worker-8a9817064c66ff2f-75c87f75f-5n6tw"": 0.27","[' ""worker-fc4cdb6f79037e08-6b8669f4f9-wl5ks"": 0.19', ' ""worker-165156b067e9299a-cb9889bb-stzd2"": 0.16}""']"
1780892120.4678667,node-1,1.3,"{worker-dd81ee53ae84624a-7864cc945c-h98b4"": 0.11","[' ""worker-4f931629ab2497de-c75996879-z26wz"": 0.19', ' ""worker-a55aa23d7c2a7c80-6d76687844-tfn7p"": 0.13', ' ""worker-17c37a0fdd5d1932-6d9955d87-xd22z"": 0.11', ' ""worker-6139f1f15c382fa8-68cfdb745d-pd29c"": 0.17', ' ""worker-7d37cefc5c5fd0c8-6b79db6dc-sl9v6"": 0.2', ' ""worker-bc378b6d0bed3329-6bbcc49f56-27wc2"": 0.17', ' ""worker-fe016d40663e76e9-556f49db4b-lkkq6"": 0.24', ' ""worker-38c3814fedc3e476-5bf68c8b78-25hkd"": 0.27', ' ""dns-autoscaler-6d5984c657-bp2dz"": 0.38}""']"
1780892120.696211,node-0,31.1,"{worker-bc11bd0a836eb393-6755f74c46-s2rsn"": 0.16","[' ""worker-8ef86af9762af347-5d684cffd6-lz86n"": 0.16', ' ""worker-57d15fc6e7154e6c-77785f9d4b-6xntg"": 0.25', ' ""worker-a9644719e5d173a2-74cc9cf98b-rb65q"": 0.17', ' ""worker-45adb7409f430f55-5454898758-2pjcl"": 0.18}""']"
1780892121.5014539,node-2,1.6,"{worker-7aa2508882a841c9-7945474ff8-slhwr"": 0.23","[' ""worker-a594f92f84072b4c-56b47dfdfd-q2czh"": 0.2', ' ""calico-node-qwfqp"": 47.04}""']"
1780892121.5799875,node-1,1.7,"{speaker-bfj68"": 20.63","[' ""worker-8fccbc5264ff823b-6c775df4fb-6n9ts"": 0.21', ' ""worker-d73164944f1fe92f-d5f66744-74g9j"": 0.18', ' ""worker-a0ed6d33dc4622e0-545b7475ff-pmb2l"": 0.28}""']"
1780892121.8158705,node-0,31.4,"{worker-fcc7dff74ceb0deb-5c96f645b-g9rxn"": 0.24","[' ""speaker-4dk67"": 20.86', ' ""worker-3efeb602c2eb29e2-7ff979c898-54f9d"": 0.22}""']"
1780892122.619999,node-2,1.6,"{worker-62ed48c098820db0-79687cb8b9-sphl8"": 0.19}""",
1780892122.6914136,node-1,1.7,"{worker-a9fd6223e00378ed-64cdd745bd-nh7vk"": 0.14","[' ""worker-1573b95c039e51cc-bcd7cd759-dzmqq"": 0.11', ' ""calico-node-vhgtx"": 40.96}""']"
1780892122.9507842,node-0,31.7,"{worker-96149d3ed4f00afb-7764469b77-f7pvf"": 0.12","[' ""worker-4f5eafc2b3d6ead5-6c696d7b65-cscdc"": 0.2', ' ""worker-efa202d17ba66651-65c54d6d76-75czz"": 0.15', ' ""worker-93b7777259b0d610-5c897f5846-f96zz"": 0.16', ' ""kube-controller-manager-node-0"": 1.44', ' ""node-metrics-collector-nt6lw"": 13.56}""']"
1780892123.7366903,node-2,2.0,"{worker-34bebca9cd2c3d5c-6dd474884d-g8rcv"": 0.26","[' ""controller-666f99f6ff-gqnn8"": 1.21', ' ""worker-5466ca598a6b68be-84cc7d4789-45mnl"": 0.16}""']"
1780892123.79965,node-1,1.2,"{worker-e92487a7ec042235-86595c994d-zqptx"": 0.24}""",
1780892124.0810096,node-0,31.6,"{worker-85479ef37b5dc75d-576f4bd87-qz7qw"": 0.21","[' ""worker-cd1309cf6db9f944-7db89d747d-8mhqg"": 0.17', ' ""kube-scheduler-node-0"": 2.26}""']"
1780892124.8501604,node-2,2.1,"{worker-846a33ce84d2b4bf-954df86fc-5sf9x"": 0.21","[' ""worker-1de6db5cc9a0296e-587f7cccc5-fprz7"": 0.17', ' ""worker-ea65064e04faf35c-6496cf979b-9t4bk"": 0.25', ' ""worker-2709aa426c73ec15-6c886bcf5c-gfvlg"": 0.2', ' ""worker-4fd9ef036fda3832-5b98bfc558-zxlwm"": 0.27}""']"
1780892124.9165123,node-1,1.7,"{worker-a6bbb3b6d85b46b1-66c4fcf54f-fmcr2"": 0.15","[' ""worker-93c57176225d0e98-5996db775f-msqwk"": 0.22', ' ""worker-85effaac4d59e8d2-779d7b8d97-djjvc"": 0.17', ' ""worker-975dcb62013d897e-bf4bb4866-t97j6"": 0.22}""']"
1780892125.1852427,node-0,31.4,"{worker-641f0f86d3d9f681-8c686f65f-zvgcj"": 0.21","[' ""worker-a4a3c0390fad6c1a-6f5fd46dc9-wxtvh"": 0.11', ' ""kube-apiserver-node-0"": 36.8}""']"
1780892125.965783,node-2,1.2,"{speaker-hbcl2"": 22.11","[' ""worker-b5cd624f4d49f3dc-59b8c9c7f-kwz7r"": 0.28', ' ""worker-5fb02cfeb979fec1-b7964b5b5-bw8k5"": 0.18', ' ""worker-7e425fa87bc12971-fcfd4f7b-p248r"": 0.15', ' ""worker-d929e795459178fd-7bb6489664-c5fk5"": 0.19', ' ""worker-d27353c8ad7c924a-588dcf95d8-2gbm7"": 0.12', ' ""calico-kube-controllers-5b566ffb7d-sq4sz"": 6.65}""']"
1780892126.0263748,node-1,1.5,"{worker-4b22cc3e1988174e-7756bbf56d-kms2l"": 0.2}""",
1780892126.3020246,node-0,30.9,"{worker-a03d8277f9ec95f7-64cb48b585-dkz7s"": 0.21","[' ""worker-70b9cea7ca266637-5b6b9c5c87-scw6v"": 0.18', ' ""worker-51dbc1cbb708f14d-59f44787cd-xt4j7"": 0.22}""']"
1780892127.0811796,node-2,1.3,"{worker-f274d71de386ccc7-68c7455f75-vtgk4"": 0.13","[' ""worker-06da275043bac552-794f85d7f6-8k6wp"": 0.19', ' ""kubernetes-metrics-scraper-55bc8b9b54-wl5w8"": 0.08', ' ""kubernetes-dashboard-798b84547b-z6qg6"": 0.31}""']"
